family,genus,group,SRLI_2024_analysis,WCVP_status,WCVP_accepted_name,WCVP_current_id,RL_2000,RL_2010,RL_2020,RL_2000_10yr,RL_2010_10yr,RL_2020_10yr,RL_2000_20yr,RL_2010_20yr,RL_2020_20yr,RL_2000_30yr,RL_2010_30yr,RL_2020_30yr,Status_change,stats_change_A
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus arequipensis Vogel,476220-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus arganaticus Bunge,476223-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus asper Jacq.,476278-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus atricapillus Bornm.,476297-1,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus aucheri Boiss.,476309-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus auganus Bunge,476311-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Phyllolobium,Legumes,include,Accepted,Phyllolobium balfourianum (N.D.Simpson) M.L.Zhang & Podlech,77073080-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus berteroi Colla,476425-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus bischkendicus Gontsch.,986467-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus bobrovii (Nevski) B.Fedtsch. ex Gontsch.,476468-1,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus bosbutooensis Nikif. & Sudn.,928400-1,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus bourgaeanus Coss.,476501-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus buschiorum Galushko,476578-1,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus calycosus Torr. ex S.Watson,476610-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Phyllolobium,Legumes,include,Accepted,Phyllolobium camptodontum (Franch.) M.L.Zhang & Podlech,77073081-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus capillipes Fisch. ex Bunge,476651-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus castetteri Barneby,24619-2,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,No_change,No_change
Fabaceae,Astragalus,Legumes,exclude,Heterotypic_Synonym,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus chrysomallus Bunge,476803-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus circumdatus Greene,24652-2,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus cobrensis A.Gray,476854-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus collenetteae Hedge & Podlech,931931-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus coltonii M.E.Jones,24669-2,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus commixtus Bunge,476873-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus confusus Bunge,476897-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Astragalus,Legumes,exclude,Homotypic_Synonym,Astragalus monumentalis var. cottamii (S.L.Welsh) Isely,921812-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,NA,NA
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus cottonianus Aitch. & Baker,476936-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus crassicarpus Nutt.,24705-2,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus crenatus Schult.,476951-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus crotalariae (Benth.) A.Gray,476970-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus cytisoides Bunge,477025-1,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus daghestanicus Grossh.,477031-1,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus degensis Ulbr.,477082-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus dianthus Bunge,477129-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus didymocarpus Hook. & Arn.,477139-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus drupaceus Orph. ex Boiss.,477216-1,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus durandianus Aitch. & Baker,477234-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus ecbatanus Bunge,477246-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus ensiformis M.E.Jones,24817-2,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus ervoides Hook. & Arn.,477349-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus erythrosemius Boiss.,477355-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,exclude,Homotypic_Synonym,Astragalus angustiflorus subsp. filamentosus (Bunge) Ponert,884650-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus flexuosus (Hook.) Douglas ex G.Don,477470-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus froedinii Murb.,477511-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus fuhsii Freyn & Sint.,477519-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus garbancillo Cav.,24888-2,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus geyeri A.Gray,477575-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Astragalus,Legumes,exclude,Heterotypic_Synonym,Astragalus paralipomenus Bunge,479092-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus gypsaceus Beck,477711-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus haesitabundus Lipsky,477721-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus hancockii Bunge ex Maxim.,477741-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus harbisonii Barneby,24942-2,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus harrisonii Barneby,24943-2,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus hedgei Kirchhoff,477762-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus hidalgensis (Rydb.) Barneby,24961-2,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,include,Homotypic_Synonym,Astragalus subcaulescens Ledeb.,480015-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus igniarius Popov,477912-1,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus ikonnikovii Podlech,934339-1,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus inyoensis E.Sheld.,25021-2,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus kahiricus DC.,478051-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Astragalus,Legumes,exclude,Homotypic_Synonym,Astragalus bicolor subsp. karputanus (Boiss. & Noë) Ponert,884658-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus keminensis Isakov,478092-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,exclude,Heterotypic_Synonym,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus kermanschahensis Bornm.,478103-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus knorringianus Boriss.,478133-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus koelzii Barneby,478136-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus kolymensis Jurtzev,77221595-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus korolkowii Bunge,478148-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus koslovii B.Fedtsch. & Basil. ex N.Ulziykh.,940159-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus krasnovii Popov,478159-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus kronenburgii B.Fedtsch. ex Kneuck.,478165-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,exclude,Heterotypic_Synonym,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus lacei (Ali) Kirchhoff,478196-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus langtangensis Podlech,1011922-1,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,No_change,No_change
Fabaceae,Astragalus,Legumes,exclude,Heterotypic_Synonym,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus lentiginosus Douglas ex Hook.,478288-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus leontinus Wulfen,478290-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus leptophysus Vved.,478311-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus leucolobus Parry ex M.E.Jones,478333-1,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus leucophanus Bornm.,478339-1,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus lineatus Lam.,478368-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus litwinowianus Gontsch.,478384-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,exclude,Unplaced,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus majevskianus Krylov,478518-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,include,Homotypic_Synonym,Astragalus piutensis Barneby & Mabb.,907737-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus melanochiton I.Deml,478595-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,exclude,Heterotypic_Synonym,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Astragalus,Legumes,exclude,Heterotypic_Synonym,Astragalus chlorostachys Lindl.,476779-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus miralamensis Podlech,934344-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus miser Douglas ex Hook.,478687-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus mollissimus Torr.,25267-2,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus molybdenus Barneby,314482-2,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus nigrocarpus Khass. & Malzev,938000-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus nudus Clos,25328-2,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus nuttallianus DC.,25331-2,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus oophorus S.Watson,25359-2,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus orthocarpoides Širj. & Rech.f.,479016-1,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus pachypus Greene,479051-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus paradoxus Bunge,479089-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus paralurges Bunge,479093-1,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus pehuenches Niederl.,479150-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Astragalus,Legumes,exclude,Heterotypic_Synonym,Astragalus floccosus subsp. Floccosus,77223777-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus physocalyx Fisch.,479206-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus pickeringii A.Gray,479211-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus piranshahricus Maassoumi & Podlech,933320-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus plagiophacos Maassoumi & Podlech,936492-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus plebeius Boiss.,479242-1,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus polycladus Bureau & Franch.,479273-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Astragalus,Legumes,exclude,Heterotypic_Synonym,Astragalus mongholicus Bunge,478720-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,NA,NA
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus pseudoadsurgens Jurtzev,479341-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus pseudochlorostachys Ali,479349-1,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus pseudohypogaeus S.B.Ho,901540-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus pubentissimus Torr. & A.Gray,479404-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus puberulus Ledeb.,479406-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus pyrrhotrichus Boiss.,479457-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus regiomontanus Barneby,25534-2,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus retusifoliatus Y.C.Ho,897001-1,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus roemeri Simonk.,77068282-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus rubellus Gontsch.,986914-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus ruscifolius Boiss.,479609-1,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus sangcharakensis Podlech,934351-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus schmolliae Ced.Porter,25585-2,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus sesameus L.,479780-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus sinuatus Piper,25626-2,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus sogdianus Bunge,479864-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus sparsiflorus A.Gray,479887-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Astragalus,Legumes,exclude,Heterotypic_Synonym,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus stalinskyi Širj.,479932-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus stevenianus DC.,479965-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus stipulatus D.Don ex Sims,479973-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus subalpinus Boiss. & Buhse,480007-1,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus submaculatus Boriss.,480026-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus supinus C.A.Mey. ex Bunge,480075-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,exclude,Heterotypic_Synonym,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus tauricola Boiss.,480138-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus tener A.Gray,480160-1,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,No_change,No_change
Fabaceae,Astragalus,Legumes,exclude,Heterotypic_Synonym,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus terminalis S.Watson,480182-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus thaumasios Podlech,905714-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus touranicus Freitag & Podlech,957774-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,exclude,Heterotypic_Synonym,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus tribuloides Delile,480267-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus unilocularis Kamelin & Pachom.,897004-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus urgutinus Lipsky,480388-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Astragalus,Legumes,include,Accepted,Astragalus vagus (Clos) Reiche,25760-2,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
