powo_id,family,genus,species,taxon_name,taxon_authors,Threat.status,EDGE,EDGE_rank,ED,ED_rank,lifeform_description,accepted_plant_name_id
989160-1,Zamiaceae,Encephalartos,senticosus,Encephalartos senticosus,Vorster,VU,-1.33,468,5.31,752,shrub,385246
297134-1,Zamiaceae,Encephalartos,septentrionalis,Encephalartos septentrionalis,Schweinf. ex Eichler,NT,-4.04,655,4.38,904,shrub,385247
871784-1,Zamiaceae,Encephalartos,tegulaneus,Encephalartos tegulaneus,Melville,LC,-8.31,959,4.94,798,shrub,385254
297138-1,Zamiaceae,Encephalartos,transvenosus,Encephalartos transvenosus,Stapf & Burtt Davy,LC,-8.25,949,5.21,761,NA,385256
871785-1,Zamiaceae,Encephalartos,trispinosus,Encephalartos trispinosus,(Hook.f.) R.A.Dyer,VU,-1.22,461,5.89,648,shrub,385258
934728-1,Zamiaceae,Encephalartos,turneri,Encephalartos turneri,Lavranos & D.L.Goode,LC,-8.19,931,5.54,707,shrub,385259
297140-1,Zamiaceae,Encephalartos,umbeluziensis,Encephalartos umbeluziensis,R.A.Dyer,EN,0.48,352,3.84,991,subshrub,385260
297144-1,Zamiaceae,Encephalartos,villosus,Encephalartos villosus,Lem.,LC,-8.46,1012,4.22,931,subshrub,385265
986594-1,Zamiaceae,Encephalartos,whitelockii,Encephalartos whitelockii,P.J.H.Hurter,CR,1.47,211,4.5,881,shrub,385270
297146-1,Zamiaceae,Encephalartos,woodii,Encephalartos woodii,Sander,EW,1.47,213,4.49,884,tree,385271
383343-1,Ephedraceae,Ephedra,alata,Ephedra alata,Decne.,LC,-8.4,990,4.48,886,subshrub or shrub,332847
60459745-2,Ephedraceae,Ephedra,altissima,Ephedra altissima,Desf.,LC,-8.43,998,4.36,908,subshrub or shrub,332855
383352-1,Ephedraceae,Ephedra,americana,Ephedra americana,Humb. & Bonpl. ex Willd.,LC,-8.43,995,4.37,905,subshrub,332859
383355-1,Ephedraceae,Ephedra,antisyphilitica,Ephedra antisyphilitica,Berland. ex C.A.Mey.,LC,-8.6,1053,3.69,1008,subshrub or shrub,332871
383356-1,Ephedraceae,Ephedra,aphylla,Ephedra aphylla,Forssk.,LC,-8.45,1008,4.27,924,subshrub or shrub,332875
383362-1,Ephedraceae,Ephedra,aspera,Ephedra aspera,Engelm. ex S.Watson,LC,-8.59,1049,3.73,1001,subshrub or shrub,332881
326010-1,Ephedraceae,Ephedra,aurantiaca,Ephedra aurantiaca,Takht. & Pachom.,NE,1.59,182,5.06,779,subshrub,332883
276558-2,Ephedraceae,Ephedra,boelckei,Ephedra boelckei,F.A.Roig,LC,-8.2,935,5.48,718,NA,332884
326011-1,Ephedraceae,Ephedra,botschantzevii,Ephedra botschantzevii,Pachom.,NE,1.51,202,4.67,852,shrub,332886
91122-2,Ephedraceae,Ephedra,breana,Ephedra breana,Phil.,LC,-8.21,945,5.42,740,subshrub or shrub,332888
326012-1,Ephedraceae,Ephedra,brevifoliata,Ephedra brevifoliata,Ghahr.,DD,1.52,200,4.7,843,NA,332889
383367-1,Ephedraceae,Ephedra,californica,Ephedra californica,S.Watson,LC,-8.45,1006,4.3,919,subshrub or shrub,332890
329491-2,Ephedraceae,Ephedra,chilensis,Ephedra chilensis,C.Presl,LC,-8.21,938,5.46,726,subshrub or shrub,332893
91125-2,Ephedraceae,Ephedra,compacta,Ephedra compacta,Rose,LC,-8.54,1039,3.9,979,subshrub,332900
91126-2,Ephedraceae,Ephedra,coryi,Ephedra coryi,E.L.Reed,LC,-8.54,1035,3.93,974,subshrub or shrub,332901
91128-2,Ephedraceae,Ephedra,cutleri,Ephedra cutleri,Peebles,LC,-8.53,1028,3.97,964,subshrub or shrub,332903
383378-1,Ephedraceae,Ephedra,dahurica,Ephedra dahurica,Turcz.,LC,-8.4,989,4.5,879,subshrub,332904
77077400-1,Ephedraceae,Ephedra,dawuensis,Ephedra dawuensis,Y.Yang,LC,-8.35,973,4.73,836,subshrub,346778
383381-1,Ephedraceae,Ephedra,distachya,Ephedra distachya,L.,LC,-8.55,1040,3.89,981,subshrub,332906
928049-1,Ephedraceae,Ephedra,equisetina,Ephedra equisetina,Bunge,NE,1.36,228,4,958,shrub,332918
383389-1,Ephedraceae,Ephedra,fasciculata,Ephedra fasciculata,A.Nelson,LC,-8.51,1019,4.03,952,subshrub or shrub,332920
383390-1,Ephedraceae,Ephedra,fedtschenkoae,Ephedra fedtschenkoae,Paulsen,LC,-8.37,980,4.61,861,shrub or tree,332922
383392-1,Ephedraceae,Ephedra,foeminea,Ephedra foeminea,Forssk.,LC,-8.51,1022,4.02,955,scrambling shrub,332925
383372-1,Ephedraceae,Ephedra,ciliata,Ephedra ciliata,Fisch. & C.A.Mey.,LC,-8.52,1025,4,959,scrambling shrub,332895
383397-1,Ephedraceae,Ephedra,fragilis,Ephedra fragilis,Desf.,LC,-8.51,1023,4.02,956,scrambling shrub,332930
383398-1,Ephedraceae,Ephedra,frustillata,Ephedra frustillata,Miers,LC,-7.6,781,9.96,298,subshrub,332935
91130-2,Ephedraceae,Ephedra,funerea,Ephedra funerea,Coville & C.V.Morton,NT,-4.1,659,4.13,940,subshrub or shrub,332936
60470164-2,Ephedraceae,Ephedra,gerardiana,Ephedra gerardiana,Wall. ex Klotzsch & Garcke,NE,1.53,196,4.75,832,subshrub,332937
383403-1,Ephedraceae,Ephedra,glauca,Ephedra glauca,Regel,NE,1.56,187,4.93,801,subshrub,332943
326018-1,Ephedraceae,Ephedra,holoptera,Ephedra holoptera,Riedl,NE,1.62,169,5.2,764,NA,332950
383409-1,Ephedraceae,Ephedra,intermedia,Ephedra intermedia,Schrenk & C.A.Mey.,LC,-8.51,1024,4.01,957,subshrub,332952
77112276-1,Ephedraceae,Ephedra,kardangensis,Ephedra kardangensis,P.Sharma & P.L.Uniyal,LC,-8.32,964,4.85,814,subshrub,465904
383409-1,Ephedraceae,Ephedra,intermedia,Ephedra intermedia,Schrenk & C.A.Mey.,DD,1.82,111,6.37,577,subshrub,332952
996008-1,Ephedraceae,Ephedra,laristanica,Ephedra laristanica,Assadi,LC,-8.46,1011,4.25,928,NA,332960
383413-1,Ephedraceae,Ephedra,likiangensis,Ephedra likiangensis,Florin,LC,-8.43,994,4.38,903,subshrub,332962
383415-1,Ephedraceae,Ephedra,lomatolepis,Ephedra lomatolepis,Schrenk,LC,-8.55,1045,3.86,988,subshrub,332966
383392-1,Ephedraceae,Ephedra,foeminea,Ephedra foeminea,Forssk.,LC,-8.53,1031,3.95,968,scrambling shrub,332925
961067-1,Ephedraceae,Ephedra,milleri,Ephedra milleri,Freitag & Maier-St.,LC,-8.25,948,5.24,757,subshrub or shrub,332979
383425-1,Ephedraceae,Ephedra,minuta,Ephedra minuta,Florin,LC,-8.35,972,4.75,833,subshrub,332982
1008173-1,Ephedraceae,Ephedra,monosperma,Ephedra monosperma,J.G.Gmel. ex C.A.Mey.,LC,-8.55,1046,3.86,989,subshrub,332984
383431-1,Ephedraceae,Ephedra,multiflora,Ephedra multiflora,Phil. ex Stapf,LC,-8.21,946,5.42,741,shrub,332989
383434-1,Ephedraceae,Ephedra,nevadensis,Ephedra nevadensis,S.Watson,LC,-8.47,1017,4.17,936,subshrub or shrub,332996
276559-2,Ephedraceae,Ephedra,ochreata,Ephedra ochreata,Miers,LC,-7.6,776,10,293,subshrub or shrub,333004
326022-1,Ephedraceae,Ephedra,oxyphylla,Ephedra oxyphylla,Riedl,NE,1.62,168,5.21,762,NA,333006
383437-1,Ephedraceae,Ephedra,pachyclada,Ephedra pachyclada,Boiss.,LC,-8.53,1029,3.96,965,subshrub or shrub,333007
383441-1,Ephedraceae,Ephedra,pedunculata,Ephedra pedunculata,Engelm. ex S.Watson,LC,-8.46,1014,4.22,933,climbing shrub,333012
326023-1,Ephedraceae,Ephedra,pentandra,Ephedra pentandra,Pachom.,NE,1.81,114,6.27,598,NA,333014
383448-1,Ephedraceae,Ephedra,procera,Ephedra procera,C.A.Mey.,NE,1.33,231,3.89,980,shrub,333021
383449-1,Ephedraceae,Ephedra,przewalskii,Ephedra przewalskii,Stapf,LC,-8.53,1033,3.94,972,shrub,333022
326025-1,Ephedraceae,Ephedra,pseudodistachya,Ephedra pseudodistachya,Pachom.,NE,1.58,185,4.98,793,shrub,333024
383451-1,Ephedraceae,Ephedra,regeliana,Ephedra regeliana,Florin,LC,-8.52,1026,4,960,subshrub,333027
326027-1,Ephedraceae,Ephedra,rhytidosperma,Ephedra rhytidosperma,Pachom.,LC,-8.43,996,4.37,906,subshrub,333028
20011950-1,Ephedraceae,Ephedra,rituensis,Ephedra rituensis,"Y.Yang, D.Z.Fu & G.H.Zhu",LC,-8.55,1043,3.88,986,subshrub,333030
312979-2,Ephedraceae,Ephedra,rupestris,Ephedra rupestris,Benth.,LC,-8.33,965,4.84,815,NA,333032
383455-1,Ephedraceae,Ephedra,sarcocarpa,Ephedra sarcocarpa,Aitch. & Hemsl.,LC,-8.54,1038,3.9,977,NA,333033
383460-1,Ephedraceae,Ephedra,sinica,Ephedra sinica,Stapf,LC,-8.46,1013,4.22,932,perennial or subshrub,333041
70028728-1,Ephedraceae,Ephedra,somalensis,Ephedra somalensis,Freitag & Maier-St.,LC,-8.53,1030,3.96,966,subshrub or shrub,333042
928048-1,Ephedraceae,Ephedra,strobilacea,Ephedra strobilacea,Bunge,LC,-8.32,963,4.86,812,shrub,333044
383409-1,Ephedraceae,Ephedra,intermedia,Ephedra intermedia,Schrenk & C.A.Mey.,NE,1.57,186,4.97,794,subshrub,332952
383466-1,Ephedraceae,Ephedra,tilhoana,Ephedra tilhoana,Maire,DD,1.75,124,5.96,637,subshrub or shrub,333050
30155955-2,Ephedraceae,Ephedra,torreyana,Ephedra torreyana,S.Watson,LC,-8.6,1054,3.69,1009,subshrub or shrub,333051
326031-1,Ephedraceae,Ephedra,transitoria,Ephedra transitoria,Riedl,LC,-8.53,1032,3.95,969,subshrub,333053
383468-1,Ephedraceae,Ephedra,triandra,Ephedra triandra,Tul.,LC,-8.33,968,4.8,824,shrub,333054
383471-1,Ephedraceae,Ephedra,trifurca,Ephedra trifurca,Torr. ex S.Watson,LC,-8.59,1050,3.73,1002,shrub,333056
326032-1,Ephedraceae,Ephedra,trifurcata,Ephedra trifurcata,Zöllner,DD,1.56,189,4.89,807,shrub,333057
383472-1,Ephedraceae,Ephedra,tweedieana,Ephedra tweedieana,C.A.Mey.,NE,1.54,195,4.8,823,NA,333058
91144-2,Ephedraceae,Ephedra,viridis,Ephedra viridis,Coville,LC,-8.34,970,4.79,826,subshrub or shrub,333061
326034-1,Ephedraceae,Ephedra,vvedenskyi,Ephedra vvedenskyi,Pachom.,NE,1.76,121,6,630,subshrub,333068
687975-1,Podocarpaceae,Falcatifolium,angustum,Falcatifolium angustum,de Laub.,EN,2.24,43,22.33,113,tree,385367
687976-1,Podocarpaceae,Falcatifolium,falciforme,Falcatifolium falciforme,(Parl.) de Laub.,NT,-2.27,523,25.79,87,tree,385368
935584-1,Podocarpaceae,Falcatifolium,gruezoi,Falcatifolium gruezoi,de Laub.,NT,-2.42,528,22.17,114,shrub or tree,385371
687977-1,Podocarpaceae,Falcatifolium,papuanum,Falcatifolium papuanum,de Laub.,LC,-6.59,706,27.38,76,tree,385372
936128-1,Podocarpaceae,Falcatifolium,sleumeri,Falcatifolium sleumeri,de Laub. & Silba,NT,-2.38,525,23.25,100,subshrub,385373
687978-1,Podocarpaceae,Falcatifolium,taxoides,Falcatifolium taxoides,(Brongn. & Gris) de Laub.,LC,-6.69,711,24.98,91,tree,385374
105034-2,Cupressaceae,Fitzroya,cupressoides,Fitzroya cupressoides,(Molina) I.M.Johnst.,EN,1.92,84,16.26,179,tree,385383
262079-1,Cupressaceae,Fokienia,hodginsii,Fokienia hodginsii,(Dunn) A.Henry & H H.Thomas,VU,0.17,372,23.7,97,tree,385391
262125-1,Ginkgoaceae,Ginkgo,biloba,Ginkgo biloba,L.,EN,4.89,2,315,1,tree,334053
262131-1,Cupressaceae,Glyptostrobus,pensilis,Glyptostrobus pensilis,(D.Don) K.Koch,CR,3.53,7,35.17,53,tree,385446
383498-1,Gnetaceae,Gnetum,acutum,Gnetum acutum,Markgr.,VU,-0.61,398,10.84,259,climber,334091
383499-1,Gnetaceae,Gnetum,africanum,Gnetum africanum,Welw.,NT,-2.88,543,13.98,198,climber,334092
383502-1,Gnetaceae,Gnetum,arboreum,Gnetum arboreum,Foxw.,DD,2.38,32,11.14,252,climber,334095
383503-1,Gnetaceae,Gnetum,bosavicum,Gnetum bosavicum,Markgr.,LC,-7.5,769,11.04,254,climber,334096
383505-1,Gnetaceae,Gnetum,buchholzianum,Gnetum buchholzianum,Engl.,NT,-2.68,539,17.06,168,climber,334098
1019393-2,Gnetaceae,Gnetum,camporum,Gnetum camporum,(Markgr.) D.W.Stev. & Zanoni,LC,-7.75,819,8.59,367,climber,334100
980746-1,Gnetaceae,Gnetum,catasphaericum,Gnetum catasphaericum,H.Shao,DD,2.28,41,10.09,287,climber,334101
383509-1,Gnetaceae,Gnetum,contractum,Gnetum contractum,Markgr.,VU,-0.62,399,10.71,262,climber,334104
383510-1,Gnetaceae,Gnetum,costatum,Gnetum costatum,K.Schum.,LC,-7.62,786,9.77,306,tree,334105
383512-1,Gnetaceae,Gnetum,cuspidatum,Gnetum cuspidatum,Blume,LC,-7.88,837,7.55,440,climber,334107
383513-1,Gnetaceae,Gnetum,diminutum,Gnetum diminutum,Markgr.,NT,-3.38,576,8.51,374,climber,334108
383515-1,Gnetaceae,Gnetum,edule,Gnetum edule,(Willd.) Blume,LC,-7.94,857,7.12,489,climber,334110
383516-1,Gnetaceae,Gnetum,formosum,Gnetum formosum,Markgr.,LC,-7.48,768,11.33,245,climber,334111
980747-1,Gnetaceae,Gnetum,giganteum,Gnetum giganteum,H.Shao,DD,2.39,31,11.22,250,climber,334114
383519-1,Gnetaceae,Gnetum,globosum,Gnetum globosum,Markgr.,VU,-0.6,396,10.98,256,climber,334115
383520-1,Gnetaceae,Gnetum,gnemon,Gnetum gnemon,L.,LC,-7.62,787,9.77,307,tree,334116
383521-1,Gnetaceae,Gnetum,gnemonoides,Gnetum gnemonoides,Brongn.,LC,-7.33,755,13.09,210,climber,334129
383522-1,Gnetaceae,Gnetum,gracilipes,Gnetum gracilipes,C.Y.Cheng,DD,2.32,39,10.54,267,climber,334130
1007842-1,Gnetaceae,Gnetum,hainanense,Gnetum hainanense,"C.Y.Cheng ex L.K.Fu, Y.F.Yu & M.G.Gilbert",LC,-8.01,876,6.61,551,climber,334132
77137092-1,Gnetaceae,Gnetum,interruptum,Gnetum interruptum,Biye,NE,2.37,33,11.01,255,NA,490761
383529-1,Gnetaceae,Gnetum,klossii,Gnetum klossii,Merr. ex Markgr.,LC,-7.94,858,7.11,490,climber,334137
383530-1,Gnetaceae,Gnetum,latifolium,Gnetum latifolium,Blume,LC,-7.94,853,7.16,483,climber,334138
77137093-1,Gnetaceae,Gnetum,latispicum,Gnetum latispicum,Biye,NE,2.45,29,11.97,231,NA,490727
383533-1,Gnetaceae,Gnetum,leptostachyum,Gnetum leptostachyum,Blume,LC,-8.03,883,6.54,564,climber,334149
111368-2,Gnetaceae,Gnetum,leyboldii,Gnetum leyboldii,Tul.,LC,-7.75,817,8.64,363,climber,334154
383535-1,Gnetaceae,Gnetum,loerzingii,Gnetum loerzingii,Markgr.,DD,2.35,35,10.83,260,climber,334156
383537-1,Gnetaceae,Gnetum,luofuense,Gnetum luofuense,C.Y.Cheng,NT,-3.63,607,6.61,552,climber,334158
383540-1,Gnetaceae,Gnetum,macrostachyum,Gnetum macrostachyum,Hook.f.,LC,-7.93,850,7.23,479,climber,334161
383542-1,Gnetaceae,Gnetum,microcarpum,Gnetum microcarpum,Blume,LC,-7.94,859,7.11,491,climber,334163
383546-1,Gnetaceae,Gnetum,montanum,Gnetum montanum,Markgr.,LC,-8.03,882,6.54,563,climber,334171
383547-1,Gnetaceae,Gnetum,neglectum,Gnetum neglectum,Blume,NT,-3.51,595,7.44,457,climber,334174
111373-2,Gnetaceae,Gnetum,nodiflorum,Gnetum nodiflorum,Brongn.,LC,-7.88,836,7.57,438,climber,334179
383551-1,Gnetaceae,Gnetum,oblongum,Gnetum oblongum,Markgr.,NT,-3.11,554,11.19,251,climber,334181
383554-1,Gnetaceae,Gnetum,oxycarpum,Gnetum oxycarpum,Ridl.,EN,1.67,154,12.64,216,climber,334184
111375-2,Gnetaceae,Gnetum,paniculatum,Gnetum paniculatum,Spruce ex Benth.,LC,-7.88,841,7.53,447,climber,334185
383557-1,Gnetaceae,Gnetum,parvifolium,Gnetum parvifolium,(Warb.) W.C.Cheng,LC,-8,873,6.74,536,climber,334187
383559-1,Gnetaceae,Gnetum,pendulum,Gnetum pendulum,C.Y.Cheng,LC,-7.38,761,12.47,222,climber,334189
383564-1,Gnetaceae,Gnetum,raya,Gnetum raya,Markgr.,LC,-7.29,751,13.58,203,climber,334195
383566-1,Gnetaceae,Gnetum,ridleyi,Gnetum ridleyi,Gamble ex Markgr.,DD,2.52,27,12.8,215,climber,334196
111377-2,Gnetaceae,Gnetum,schwackeanum,Gnetum schwackeanum,Taub. ex Schenck,LC,-7.88,835,7.57,437,climber,334200
383572-1,Gnetaceae,Gnetum,tenuifolium,Gnetum tenuifolium,Ridl.,LC,-7.94,856,7.12,488,climber,334202
383578-1,Gnetaceae,Gnetum,urens,Gnetum urens,(Aubl.) Blume,LC,-7.89,842,7.52,448,climber,334206
111379-2,Gnetaceae,Gnetum,venosum,Gnetum venosum,Spruce ex Benth.,LC,-7.31,754,13.35,208,climber,334208
910729-1,Podocarpaceae,Halocarpus,bidwillii,Halocarpus bidwillii,(Hook.f. ex Kirk) C.J.Quinn,LC,-5.78,681,61.66,20,shrub,385511
910730-1,Podocarpaceae,Halocarpus,biformis,Halocarpus biformis,(Hook.) C.J.Quinn,LC,-5.83,683,58.68,25,tree,385512
910731-1,Podocarpaceae,Halocarpus,kirkii,Halocarpus kirkii,(F.Muell. ex Parl.) C.J.Quinn,NT,-1.45,485,58.68,24,tree,385513
979327-1,Cupressaceae,Juniperus,angosturana,Juniperus angosturana,R.P.Adams,VU,-2,516,2.7,1088,tree,377446
60445108-2,Cupressaceae,Juniperus,arizonica,Juniperus arizonica,(R.P.Adams) R.P.Adams,LC,-8.38,982,4.57,865,shrub or tree,381373
132457-2,Cupressaceae,Juniperus,ashei,Juniperus ashei,J.Buchholz,LC,-8.65,1066,3.49,1036,shrub or tree,377454
279054-2,Cupressaceae,Juniperus,barbadensis,Juniperus barbadensis,L.,VU,-1.67,502,3.77,998,tree,377451
279056-2,Cupressaceae,Juniperus,bermudiana,Juniperus bermudiana,L.,CR,1.07,275,3.02,1082,tree,377429
132460-2,Cupressaceae,Juniperus,blancoi,Juniperus blancoi,Martínez,NT,-4.14,663,3.99,961,tree,377439
262158-1,Cupressaceae,Juniperus,brevifolia,Juniperus brevifolia,(Seub.) Antoine,VU,-1.45,484,4.71,842,tree,377435
262163-1,Cupressaceae,Juniperus,californica,Juniperus californica,Carrière,LC,-8.8,1087,3.02,1080,shrub or tree,377520
262172-1,Cupressaceae,Juniperus,cedrus,Juniperus cedrus,Webb & Berthel.,EN,1.11,270,7.24,477,tree,377533
30044367-2,Cupressaceae,Juniperus,chinensis,Juniperus chinensis,L.,LC,-8.41,991,4.45,893,shrub or tree,377515
1167763-2,Cupressaceae,Juniperus,coahuilensis,Juniperus coahuilensis,(Martínez) Gaussen ex R.P.Adams,LC,-8.77,1084,3.1,1076,shrub or tree,377511
132464-2,Cupressaceae,Juniperus,comitana,Juniperus comitana,Martínez,EN,0.12,378,2.68,1089,tree,377513
30088655-2,Cupressaceae,Juniperus,communis,Juniperus communis,L.,LC,-8.06,893,6.3,593,subshrub or tree,377427
676804-1,Cupressaceae,Juniperus,convallium,Juniperus convallium,Rehder & E.H.Wilson,LC,-8.64,1064,3.52,1028,shrub or tree,377389
676808-1,Cupressaceae,Juniperus,coxii,Juniperus coxii,A.B.Jacks.,NE,1.34,229,3.95,967,tree,377392
60436244-2,Cupressaceae,Juniperus,deltoides,Juniperus deltoides,R.P.Adams,NE,1.71,135,5.69,674,tree,377733
132473-2,Cupressaceae,Juniperus,deppeana,Juniperus deppeana,Steud.,LC,-8.72,1069,3.27,1052,tree,377371
262198-1,Cupressaceae,Juniperus,drupacea,Juniperus drupacea,Labill.,LC,-7.85,833,7.78,418,tree,377414
132480-2,Cupressaceae,Juniperus,durangensis,Juniperus durangensis,Martínez,LC,-8.83,1089,2.92,1087,shrub or tree,377416
60461568-2,Cupressaceae,Juniperus,excelsa,Juniperus excelsa,M.Bieb.,LC,-8.21,943,5.43,738,tree,377399
132485-2,Cupressaceae,Juniperus,flaccida,Juniperus flaccida,Schltdl.,LC,-8.73,1074,3.25,1057,tree,377397
262220-1,Cupressaceae,Juniperus,foetidissima,Juniperus foetidissima,Willd.,LC,-8.29,956,5.01,786,tree,377412
676820-1,Cupressaceae,Juniperus,formosana,Juniperus formosana,Hayata,LC,-8.28,950,5.08,772,tree,377381
132493-2,Cupressaceae,Juniperus,gamboana,Juniperus gamboana,Martínez,EN,0.32,363,3.27,1051,tree,377625
311201-2,Cupressaceae,Juniperus,gracilior,Juniperus gracilior,Pilg.,EN,0.24,367,3.02,1083,tree,377633
60445107-2,Cupressaceae,Juniperus,grandis,Juniperus grandis,R.P.Adams,NE,1.49,210,4.57,870,tree,381394
262244-1,Cupressaceae,Juniperus,horizontalis,Juniperus horizontalis,Moench,LC,-8.55,1044,3.87,987,subshrub,377614
262249-1,Cupressaceae,Juniperus,indica,Juniperus indica,Bertol.,LC,-8.55,1041,3.88,984,shrub,377655
132503-2,Cupressaceae,Juniperus,jaliscana,Juniperus jaliscana,Martínez,EN,0.78,316,5.21,763,tree,377672
676834-1,Cupressaceae,Juniperus,komarovii,Juniperus komarovii,Florin,LC,-8.64,1065,3.52,1029,tree,377668
262270-1,Cupressaceae,Juniperus,macrocarpa,Juniperus macrocarpa,Sm.,NE,1.77,118,6.03,626,tree,377561
676839-1,Cupressaceae,Juniperus,mairei,Juniperus mairei,Lemée & H.Lév.,NE,1.41,221,4.23,930,tree,377563
132508-2,Cupressaceae,Juniperus,monosperma,Juniperus monosperma,(Engelm.) Sarg.,LC,-8.68,1068,3.4,1039,shrub or tree,377543
132513-2,Cupressaceae,Juniperus,monticola,Juniperus monticola,Martínez,LC,-8.73,1075,3.25,1058,shrub or tree,377545
676847-1,Cupressaceae,Juniperus,morrisonicola,Juniperus morrisonicola,Hayata,NE,1.54,194,4.82,819,shrub or tree,377546
1012280-1,Cupressaceae,Juniperus,mucronata,Juniperus mucronata,R.P.Adams,NE,1.49,208,4.57,866,tree,377547
676848-1,Cupressaceae,Juniperus,navicularis,Juniperus navicularis,Gand.,NE,1.53,197,4.74,834,shrub,377575
30028138-2,Cupressaceae,Juniperus,occidentalis,Juniperus occidentalis,Hook.,LC,-8.39,984,4.55,873,tree,377592
132523-2,Cupressaceae,Juniperus,osteosperma,Juniperus osteosperma,(Torr.) Little,LC,-8.8,1088,3.02,1081,shrub or tree,377597
262299-1,Cupressaceae,Juniperus,oxycedrus,Juniperus oxycedrus,L.,LC,-7.92,849,7.24,478,shrub or tree,377576
262307-1,Cupressaceae,Juniperus,phoenicea,Juniperus phoenicea,L.,LC,-8.11,906,6.03,627,tree,377581
132527-2,Cupressaceae,Juniperus,pinchotii,Juniperus pinchotii,Sudw.,LC,-8.92,1090,2.68,1090,shrub or tree,377678
676853-1,Cupressaceae,Juniperus,pingii,Juniperus pingii,W.C.Cheng ex Ferré,NT,-4.32,671,3.32,1046,tree,377310
60445102-2,Cupressaceae,Juniperus,poblana,Juniperus poblana,(Martínez) R.P.Adams,NE,1.58,184,5.01,785,tree,381400
262309-1,Cupressaceae,Juniperus,polycarpos,Juniperus polycarpos,K.Koch,NE,1.66,156,5.43,737,shrub or tree,377662
262311-1,Cupressaceae,Juniperus,procera,Juniperus procera,Hochst. ex Endl.,LC,-8.14,915,5.82,660,tree,377641
1143504-2,Cupressaceae,Juniperus,procumbens,Juniperus procumbens,(Siebold ex Endl.) Miq.,LC,-8.44,1003,4.3,916,subshrub,377642
676855-1,Cupressaceae,Juniperus,przewalskii,Juniperus przewalskii,Kom.,LC,-8.77,1082,3.12,1074,tree,377653
262316-1,Cupressaceae,Juniperus,pseudosabina,Juniperus pseudosabina,Fisch. & C.A.Mey.,LC,-8.34,971,4.76,831,shrub,377646
262325-1,Cupressaceae,Juniperus,recurva,Juniperus recurva,Buch.-Ham. ex D.Don,LC,-7.94,855,7.15,486,shrub or tree,377319
262335-1,Cupressaceae,Juniperus,rigida,Juniperus rigida,Siebold & Zucc.,LC,-8.28,951,5.08,773,subshrub or tree,377295
30166980-2,Cupressaceae,Juniperus,sabina,Juniperus sabina,L.,LC,-8.64,1062,3.55,1026,shrub,377333
132533-2,Cupressaceae,Juniperus,saltillensis,Juniperus saltillensis,M.T.Hall,EN,0.2,369,2.92,1086,shrub or tree,377355
676859-1,Cupressaceae,Juniperus,saltuaria,Juniperus saltuaria,Rehder & E.H.Wilson,LC,-8.77,1083,3.12,1075,tree,377356
132534-2,Cupressaceae,Juniperus,saxicola,Juniperus saxicola,Britton & P.Wilson,CR,1.28,242,3.71,1003,shrub or tree,377350
132535-2,Cupressaceae,Juniperus,scopulorum,Juniperus scopulorum,Sarg.,LC,-8.6,1056,3.66,1011,tree,377330
262351-1,Cupressaceae,Juniperus,semiglobosa,Juniperus semiglobosa,Regel,LC,-8.64,1063,3.55,1027,shrub or tree,377331
676868-1,Cupressaceae,Juniperus,seravschanica,Juniperus seravschanica,Kom.,NE,1.5,204,4.64,858,tree,377336
262360-1,Cupressaceae,Juniperus,squamata,Juniperus squamata,D.Don,LC,-8.55,1042,3.88,985,shrub,377283
132539-2,Cupressaceae,Juniperus,standleyi,Juniperus standleyi,Steyerm.,EN,0.33,361,3.31,1047,shrub or tree,377231
262369-1,Cupressaceae,Juniperus,taxifolia,Juniperus taxifolia,Hook. & Arn.,NT,-3.68,613,6.29,594,shrub or tree,377255
132544-2,Cupressaceae,Juniperus,thurifera,Juniperus thurifera,L.,LC,-8.44,1004,4.3,917,tree,377262
676877-1,Cupressaceae,Juniperus,tibetica,Juniperus tibetica,Kom.,VU,-1.55,495,4.24,929,tree,377260
676879-1,Cupressaceae,Juniperus,tsukusiensis,Juniperus tsukusiensis,Masam.,NE,1.49,207,4.58,862,subshrub or shrub,377237
262382-1,Cupressaceae,Juniperus,turbinata,Juniperus turbinata,Guss.,NT,-3.92,639,4.95,796,tree,377238
132551-2,Cupressaceae,Juniperus,virginiana,Juniperus virginiana,L.,LC,-7.99,868,6.8,524,tree,377287
60453649-2,Cupressaceae,Juniperus,zanonii,Juniperus zanonii,R.P.Adams,NE,1.61,172,5.16,766,subshrub or shrub,461222
262401-1,Pinaceae,Keteleeria,davidiana,Keteleeria davidiana,(C.E.Bertrand) Beissn.,LC,-6.5,702,30.14,69,tree,377744
262402-1,Pinaceae,Keteleeria,evelyniana,Keteleeria evelyniana,Mast.,VU,0.27,364,26.07,83,tree,377762
262404-1,Pinaceae,Keteleeria,fortunei,Keteleeria fortunei,(A.Murray bis) Carrière,NT,-2.26,522,26.07,84,tree,377769
